"Checked"	"Master"	"Accession"	"Description"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Chromosome"	"WikiPathways"	"KEGG Pathways"	"Number of Razor Peptides"	"Abundances Grouped F1 126"	"Abundances Grouped F1 127"	"Abundances Grouped F1 128"	"Abundances Grouped F1 129"	"Abundances Grouped F1 130"	"Abundances Grouped F1 131"	"Found in Sample in S1 F1 126 Sample"	"Found in Sample in S2 F1 127 Sample"	"Found in Sample in S3 F1 128 Sample"	"Found in Sample in S4 F1 129 Sample"	"Found in Sample in S5 F1 130 Sample"	"Found in Sample in S6 F1 131 Sample"	"Modifications"
"False"	"IsMasterProtein"	"P08670"	"Vimentin OS=Homo sapiens GN=VIM PE=1 SV=4"	"24"	"11"	"43"	"11"	"1"	"466"	"53.6"	"5.12"	"66.88"	"11"	"cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus"	"cytoplasm;cytoskeleton;cytosol;membrane"	"protein binding;RNA binding;structural molecule activity"	"Pf00038, Pf04111, Pf04156, Pf04732, Pf05622, Pf10186"	"7431"	"ENSG00000026025.15"	"VIM"	"10"	"Primary Focal Segmental Glomerulosclerosis FSGS; Allograft Rejection; Striated Muscle Contraction; TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition; Spinal Cord Injury; Apoptosis-related network due to altered Notch3 in ovarian cancer; T-Cell antigen Receptor (TCR)  Signaling Pathway"	"MicroRNAs in cancer; Epstein-Barr virus infection"	"0"	"1518.9"	"2511.0"	"2316.5"	"737.9"	"1286.6"	"1299.5"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P63104"	"14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1"	"16"	"3"	"22"	"2"	"1"	"245"	"27.7"	"4.79"	"63.02"	"3"	"cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytosol;membrane;mitochondrion;nucleus"	"catalytic activity;protein binding;RNA binding"	"Pf00244"	"7534"	"ENSG00000164924.17"	"YWHAZ"	"8"	"Prolactin Signaling Pathway; Calcium Regulation in the Cardiac Cell; Cell Cycle; Pathogenic Escherichia coli infection; Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways; Myometrial Relaxation and Contraction Pathways"	"Viral carcinogenesis; Pathogenic Escherichia coli infection; Hepatitis B; Epstein-Barr virus infection; Hippo signaling pathway; Oocyte meiosis; Cell cycle; PI3K-Akt signaling pathway"	"0"	"654.2"	"975.1"	"863.8"	"551.3"	"533.8"	"618.0"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P04075"	"Fructose-bisphosphate aldolase A OS=Homo sapiens GN=ALDOA PE=1 SV=2"	"15"	"4"	"31"	"4"	"1"	"364"	"39.4"	"8.09"	"61.11"	"4"	"cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;transport"	"cytoplasm;cytoskeleton;cytosol;extracellular;membrane;nucleus;organelle lumen"	"catalytic activity;protein binding;RNA binding"	"Pf00274"	"226"	"ENSG00000149925.17"	"ALDOA"	"16"	"Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways; Glycolysis and Gluconeogenesis"	"HIF-1 signaling pathway; Carbon metabolism; Fructose and mannose metabolism; Pentose phosphate pathway; Glycolysis / Gluconeogenesis; Biosynthesis of amino acids; Metabolic pathways"	"0"	"528.8"	"1105.8"	"991.1"	"722.5"	"635.0"	"744.7"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P13639"	"Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4"	"6"	"5"	"35"	"5"	"1"	"858"	"95.3"	"6.83"	"59.62"	"5"	"cell differentiation;cell proliferation;metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytosol;extracellular;membrane;nucleus;organelle lumen;ribosome"	"catalytic activity;nucleotide binding;protein binding;RNA binding"	"Pf00009, Pf00679, Pf03144, Pf03764, Pf14492"	"1938"	"ENSG00000167658.15"	"EEF2"	"19"	"Brain-Derived Neurotrophic Factor (BDNF) signaling pathway; Translation Factors; AMP-activated Protein Kinase (AMPK) Signaling"	"Oxytocin signaling pathway; AMPK signaling pathway"	"0"	"970.5"	"2232.6"	"1854.2"	"1425.2"	"1301.2"	"1603.1"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q14697"	"Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3"	"6"	"6"	"27"	"6"	"1"	"944"	"106.8"	"6.14"	"59.47"	"6"	"metabolic process"	"endoplasmic reticulum;Golgi;membrane;organelle lumen"	"catalytic activity;RNA binding"	"Pf01055, Pf13802"	"23193"	"ENSG00000089597.16"	"GANAB"	"11"	""	"N-Glycan biosynthesis; Protein processing in endoplasmic reticulum; Metabolic pathways"	"0"	"1445.8"	"2877.5"	"1805.8"	"763.9"	"490.4"	"778.0"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P19338"	"Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3"	"8"	"6"	"26"	"6"	"1"	"710"	"76.6"	"4.70"	"58.19"	"6"	"regulation of biological process;response to stimulus"	"cytoplasm;membrane;nucleus"	"DNA binding;protein binding;RNA binding"	"Pf00076, Pf13893, Pf14259"	"4691"	"ENSG00000115053.15"	"NCL"	"2"	"Pathogenic Escherichia coli infection; VEGFA-VEGFR2 Signaling Pathway"	"Pathogenic Escherichia coli infection"	"0"	"2056.7"	"2744.0"	"2767.7"	"1800.6"	"1950.0"	"2375.8"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P22234"	"Multifunctional protein ADE2 OS=Homo sapiens GN=PAICS PE=1 SV=3"	"16"	"5"	"39"	"5"	"1"	"425"	"47.0"	"7.23"	"57.77"	"5"	"metabolic process"	"cytoplasm;cytosol;membrane"	"catalytic activity;nucleotide binding;protein binding"	"Pf00731, Pf01259"	"10606"	"ENSG00000128050.8"	"PAICS"	"4"	""	"Purine metabolism; Metabolic pathways"	"0"	"277.0"	"861.8"	"828.4"	"677.5"	"682.4"	"813.0"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P26639"	"Threonine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=TARS PE=1 SV=3"	"6"	"4"	"26"	"4"	"1"	"723"	"83.4"	"6.67"	"56.97"	"4"	"metabolic process"	"cytoplasm;cytoskeleton;cytosol"	"catalytic activity;nucleotide binding;protein binding;RNA binding"	"Pf00587, Pf02824, Pf03129, Pf07973"	"6897"	"ENSG00000113407.13"	"TARS"	"5"	""	"Aminoacyl-tRNA biosynthesis"	"0"	"985.6"	"2630.8"	"2202.2"	"1538.7"	"1303.3"	"1770.9"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"O43707"	"Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2"	"12"	"10"	"33"	"7"	"1"	"911"	"104.8"	"5.44"	"56.90"	"10"	"cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytoskeleton;cytosol;extracellular;nucleus;organelle lumen"	"DNA binding;metal ion binding;protein binding;RNA binding"	"Pf00307, Pf00435, Pf08726, Pf11971, Pf13499"	"81"	"ENSG00000282844.1; ENSG00000130402.11"	"ACTN4"	"19; CHR_HG26_PATCH"	"Arrhythmogenic Right Ventricular Cardiomyopathy; Primary Focal Segmental Glomerulosclerosis FSGS; Striated Muscle Contraction"	"Viral carcinogenesis; Amoebiasis; Arrhythmogenic right ventricular cardiomyopathy (ARVC); Tight junction; Focal adhesion; Adherens junction; Regulation of actin cytoskeleton; Leukocyte transendothelial migration; Systemic lupus erythematosus"	"3"	"618.7"	"1490.4"	"1127.8"	"630.9"	"570.1"	"712.5"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P10809"	"60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2"	"10"	"4"	"25"	"4"	"1"	"573"	"61.0"	"5.87"	"56.35"	"4"	"cell organization and biogenesis;cell proliferation;metabolic process;regulation of biological process;response to stimulus;transport"	"cell surface;cytoplasm;cytosol;endosome;membrane;mitochondrion;organelle lumen"	"catalytic activity;DNA binding;nucleotide binding;protein binding;RNA binding"	"Pf00118"	"3329"	"ENSG00000144381.16"	"HSPD1"	"2"	"Apoptosis-related network due to altered Notch3 in ovarian cancer; Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways"	"Type I diabetes mellitus; Tuberculosis; RNA degradation; Legionellosis"	"0"	"1817.9"	"2153.4"	"2138.2"	"766.3"	"820.3"	"1009.3"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P78371"	"T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=1 SV=4"	"11"	"4"	"26"	"4"	"1"	"535"	"57.5"	"6.46"	"55.92"	"4"	"cell organization and biogenesis;metabolic process;regulation of biological process;transport"	"cytoplasm;cytosol;extracellular;organelle lumen"	"nucleotide binding;protein binding"	"Pf00118"	"10576"	"ENSG00000166226.12"	"CCT2"	"12"	""	""	"0"	"424.8"	"1187.3"	"830.7"	"332.6"	"256.6"	"380.2"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P04040"	"Catalase OS=Homo sapiens GN=CAT PE=1 SV=3"	"11"	"5"	"23"	"5"	"1"	"527"	"59.7"	"7.39"	"55.91"	"5"	"cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport"	"cytosol;endoplasmic reticulum;extracellular;Golgi;membrane;mitochondrion;organelle lumen;vacuole"	"antioxidant activity;catalytic activity;metal ion binding;nucleotide binding;protein binding"	"Pf00199, Pf06628"	"847"	"ENSG00000121691.4"	"CAT"	"11"	"DNA Damage Response (only ATM dependent); Tryptophan metabolism; Folate Metabolism; Amyotrophic lateral sclerosis (ALS); Oxidative Stress; Selenium Micronutrient Network"	"Peroxisome; Longevity regulating pathway - multiple species; Carbon metabolism; FoxO signaling pathway; Amyotrophic lateral sclerosis (ALS); Glyoxylate and dicarboxylate metabolism; Tryptophan metabolism; Longevity regulating pathway"	"0"	"1234.1"	"1562.7"	"1374.1"	"698.7"	"688.9"	"768.3"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P49327"	"Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3"	"4"	"10"	"32"	"10"	"1"	"2511"	"273.3"	"6.44"	"55.09"	"10"	"cell differentiation;metabolic process;regulation of biological process;response to stimulus"	"cytoplasm;cytosol;Golgi;membrane;mitochondrion"	"catalytic activity;nucleotide binding;protein binding;RNA binding"	"Pf00106, Pf00107, Pf00108, Pf00109, Pf00698, Pf00975, Pf02801, Pf08242, Pf08659, Pf13602, Pf14765"	"2194"	"ENSG00000169710.8"	"FASN"	"17"	"SREBF and miR33 in cholesterol and lipid homeostasis; Angiopoietin Like Protein 8 Regulatory Pathway; AMP-activated Protein Kinase (AMPK) Signaling; Liver X Receptor Pathway; Fatty Acid Biosynthesis; Sterol Regulatory Element-Binding Proteins (SREBP) signalling"	"Insulin signaling pathway; Fatty acid biosynthesis; AMPK signaling pathway; Metabolic pathways; Fatty acid metabolism"	"0"	"606.8"	"1780.5"	"1504.3"	"1078.4"	"1091.8"	"1496.9"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q13885"	"Tubulin beta-2A chain OS=Homo sapiens GN=TUBB2A PE=1 SV=1"	"9"	"3"	"36"	"1"	"1"	"445"	"49.9"	"4.89"	"54.75"	"3"	"cell organization and biogenesis"	"cytoplasm;cytoskeleton;nucleus"	"catalytic activity;nucleotide binding;protein binding;structural molecule activity"	"Pf00091, Pf03953, Pf10644"	"7280"	"ENSG00000137267.5"	"TUBB2A"	"6"	"Parkin-Ubiquitin Proteasomal System pathway; Pathogenic Escherichia coli infection"	"Pathogenic Escherichia coli infection; Gap junction; Phagosome"	"0"	"407.7"	"754.7"	"733.4"	"370.2"	"376.5"	"413.6"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P09651"	"Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5"	"9"	"3"	"38"	"2"	"1"	"372"	"38.7"	"9.13"	"54.43"	"3"	"cell communication;metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;membrane;nucleus;spliceosomal complex"	"DNA binding;protein binding;RNA binding"	"Pf00076, Pf13893, Pf14259"	"3178"	"ENSG00000135486.17"	"HNRNPA1"	"12"	"mRNA Processing"	"Spliceosome"	"0"	"747.5"	"1791.6"	"1469.8"	"893.9"	"703.9"	"850.7"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P23396"	"40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=2"	"13"	"3"	"26"	"3"	"1"	"243"	"26.7"	"9.66"	"50.37"	"3"	"cell death;cell division;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytoskeleton;cytosol;endoplasmic reticulum;membrane;mitochondrion;nucleus;organelle lumen;ribosome"	"catalytic activity;DNA binding;protein binding;RNA binding;structural molecule activity"	"Pf00189, Pf07650"	"6188"	"ENSG00000149273.14"	"RPS3"	"11"	"Cytoplasmic Ribosomal Proteins"	"Ribosome"	"0"	"918.3"	"1849.4"	"1764.1"	"1098.1"	"1092.1"	"1317.7"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P50991"	"T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4"	"8"	"5"	"25"	"5"	"1"	"539"	"57.9"	"7.83"	"50.00"	"5"	"metabolic process;regulation of biological process;transport"	"cytoplasm;cytoskeleton;cytosol"	"nucleotide binding;protein binding;RNA binding"	"Pf00118"	"10575"	"ENSG00000115484.14"	"CCT4"	"2"	""	""	"0"	"684.6"	"1415.2"	"1323.9"	"940.9"	"863.3"	"1026.3"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P27824"	"Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2"	"7"	"4"	"30"	"4"	"1"	"592"	"67.5"	"4.60"	"49.90"	"4"	"metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;endoplasmic reticulum;membrane;organelle lumen;ribosome"	"metal ion binding;protein binding;RNA binding"	"Pf00262"	"821"	"ENSG00000127022.14; ENSG00000283777.1"	"CANX"	"5; CHR_HG30_PATCH"	""	"Protein processing in endoplasmic reticulum; HTLV-I infection; Phagosome; Thyroid hormone synthesis; Antigen processing and presentation"	"0"	"514.7"	"1427.7"	"1196.4"	"417.0"	"935.4"	"943.8"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P04844"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens GN=RPN2 PE=1 SV=3"	"7"	"4"	"26"	"4"	"1"	"631"	"69.2"	"5.69"	"49.22"	"4"	"metabolic process;response to stimulus"	"endoplasmic reticulum;membrane"	"catalytic activity;protein binding"	"Pf05817"	"6185"	"ENSG00000118705.16"	"RPN2"	"20"	"Proteasome Degradation"	"N-Glycan biosynthesis; Protein processing in endoplasmic reticulum; Metabolic pathways"	"0"	"951.0"	"1563.9"	"980.2"	"330.8"	"259.9"	"395.6"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P61626"	"Lysozyme C OS=Homo sapiens GN=LYZ PE=1 SV=1"	"30"	"5"	"41"	"5"	"1"	"148"	"16.5"	"9.16"	"48.49"	"5"	"defense response;metabolic process;response to stimulus;transport"	"extracellular;organelle lumen"	"catalytic activity;protein binding"	"Pf00062"	"4069"	"ENSG00000090382.6"	"LYZ"	"12"	""	"Salivary secretion"	"0"	"5458.2"	"522.0"	"430.4"	"363.0"	"1042.8"	"488.9"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q9Y490"	"Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3"	"6"	"11"	"28"	"11"	"1"	"2541"	"269.6"	"6.07"	"47.20"	"11"	"cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus;transport"	"cell surface;cytoplasm;cytoskeleton;cytosol;extracellular;membrane"	"protein binding;structural molecule activity"	"Pf00373, Pf01608, Pf02174, Pf08913, Pf09141, Pf09379"	"7094"	"ENSG00000137076.20"	"TLN1"	"9"	"Focal Adhesion; Primary Focal Segmental Glomerulosclerosis FSGS; Integrin-mediated Cell Adhesion"	"Rap1 signaling pathway; HTLV-I infection; Focal adhesion; Platelet activation"	"0"	"507.5"	"819.6"	"713.7"	"413.7"	"380.7"	"487.5"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P14625"	"Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1"	"6"	"5"	"22"	"5"	"1"	"803"	"92.4"	"4.84"	"46.90"	"5"	"cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport"	"cytosol;endoplasmic reticulum;extracellular;membrane;nucleus;organelle lumen"	"metal ion binding;nucleotide binding;protein binding;RNA binding"	"Pf00183, Pf02518, Pf13589"	"7184"	"ENSG00000166598.14"	"HSP90B1"	"12"	"Focal Adhesion-PI3K-Akt-mTOR-signaling pathway; Photodynamic therapy-induced unfolded protein response; Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways"	"Pathways in cancer; Prostate cancer; Protein processing in endoplasmic reticulum; Thyroid hormone synthesis; Estrogen signaling pathway; PI3K-Akt signaling pathway"	"0"	"879.7"	"1620.3"	"1455.9"	"826.9"	"1011.3"	"1253.1"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P50990"	"T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4"	"7"	"4"	"19"	"4"	"1"	"548"	"59.6"	"5.60"	"46.79"	"4"	"cell organization and biogenesis;metabolic process;regulation of biological process;transport"	"cytoplasm;cytoskeleton;cytosol;extracellular;organelle lumen"	"catalytic activity;nucleotide binding;protein binding"	"Pf00118"	"10694"	"ENSG00000156261.12"	"CCT8"	"21"	""	""	"0"	"492.0"	"1127.2"	"996.6"	"742.5"	"725.9"	"916.3"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q15323"	"Keratin, type I cuticular Ha1 OS=Homo sapiens GN=KRT31 PE=2 SV=3"	"11"	"4"	"23"	"1"	"1"	"416"	"47.2"	"4.88"	"46.48"	"4"	"cell death;cell organization and biogenesis"	"cytosol"	"protein binding;structural molecule activity"	"Pf00038, Pf04156, Pf13514, Pf14362, Pf14643"	"3881"	"ENSG00000094796.4; ENSG00000262993.1"	"KRT31"	"17; CHR_HSCHR17_1_CTG4"	""	""	"2"	"171.4"	"110.7"	"1625.9"	"83.8"	"95.7"	"90.9"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P61247"	"40S ribosomal protein S3a OS=Homo sapiens GN=RPS3A PE=1 SV=2"	"14"	"3"	"25"	"3"	"1"	"264"	"29.9"	"9.73"	"44.97"	"3"	"cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;transport"	"cytoplasm;cytosol;endoplasmic reticulum;nucleus;ribosome"	"protein binding;RNA binding;structural molecule activity"	"Pf01015"	"6189"	"ENSG00000145425.9"	"RPS3A"	"4"	"Cytoplasmic Ribosomal Proteins"	"Ribosome"	"0"	"502.1"	"890.5"	"803.5"	"598.6"	"635.2"	"713.6"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P12814"	"Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 PE=1 SV=2"	"10"	"7"	"25"	"4"	"1"	"892"	"103.0"	"5.41"	"44.72"	"7"	"cell differentiation;cell organization and biogenesis;regulation of biological process;transport"	"cytoplasm;cytoskeleton;cytosol;extracellular;membrane;organelle lumen"	"metal ion binding;protein binding;RNA binding"	"Pf00036, Pf00307, Pf00435, Pf08726, Pf11971, Pf13405, Pf13499"	"87"	"ENSG00000072110.13"	"ACTN1"	"14"	"Focal Adhesion; Arrhythmogenic Right Ventricular Cardiomyopathy; Regulation of Actin Cytoskeleton"	"Viral carcinogenesis; Amoebiasis; Arrhythmogenic right ventricular cardiomyopathy (ARVC); Tight junction; Focal adhesion; Adherens junction; Regulation of actin cytoskeleton; Leukocyte transendothelial migration; Systemic lupus erythematosus"	"0"	"70.8"	"184.9"	"120.8"	"83.9"	"83.6"	"132.0"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P20700"	"Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2"	"16"	"7"	"23"	"6"	"1"	"586"	"66.4"	"5.16"	"44.64"	"7"	"regulation of biological process;response to stimulus"	"membrane;nucleus"	"catalytic activity;motor activity;protein binding;structural molecule activity"	"Pf00038, Pf00932, Pf01576, Pf07888, Pf09726, Pf09731, Pf10186, Pf12128"	"4001"	"ENSG00000113368.11"	"LMNB1"	"5"	"Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation"	"Apoptosis"	"1"	"706.5"	"1286.2"	"1267.7"	"636.7"	"806.9"	"878.2"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P07355"	"Annexin A2 OS=Homo sapiens GN=ANXA2 PE=1 SV=2"	"19"	"6"	"28"	"6"	"1"	"339"	"38.6"	"7.75"	"44.26"	"6"	"cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport"	"cell surface;cytoplasm;cytosol;endoplasmic reticulum;endosome;extracellular;membrane;nucleus;organelle lumen"	"enzyme regulator activity;metal ion binding;protein binding;RNA binding"	"Pf00191"	"302"	"ENSG00000182718.16"	"ANXA2"	"15"	"Prostaglandin Synthesis and Regulation"	""	"0"	"1509.6"	"652.0"	"655.1"	"428.7"	"657.5"	"427.6"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"Q15084"	"Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6 PE=1 SV=1"	"15"	"5"	"26"	"5"	"1"	"440"	"48.1"	"5.08"	"44.17"	"5"	"cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport"	"cytosol;endoplasmic reticulum;membrane;organelle lumen"	"catalytic activity;protein binding"	"Pf00085, Pf13098, Pf13848, Pf13899, Pf13905"	"10130"	"ENSG00000143870.12"	"PDIA6"	"2"	"Photodynamic therapy-induced unfolded protein response"	"Protein processing in endoplasmic reticulum"	"0"	"335.0"	"650.7"	"514.7"	"325.9"	"287.1"	"428.3"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P62258"	"14-3-3 protein epsilon OS=Homo sapiens GN=YWHAE PE=1 SV=1"	"31"	"6"	"23"	"5"	"1"	"255"	"29.2"	"4.74"	"43.51"	"6"	"cell organization and biogenesis;cellular component movement;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytosol;membrane;mitochondrion;nucleus"	"protein binding;RNA binding"	"Pf00244"	"7531"	"ENSG00000108953.16; ENSG00000274474.3"	"YWHAE"	"17; CHR_HSCHR17_2_CTG2"	"VEGFA-VEGFR2 Signaling Pathway; Calcium Regulation in the Cardiac Cell; Cell Cycle; Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways; Myometrial Relaxation and Contraction Pathways"	"Viral carcinogenesis; Epstein-Barr virus infection; Neurotrophin signaling pathway; Hippo signaling pathway; Oocyte meiosis; Cell cycle; PI3K-Akt signaling pathway"	"1"	"851.6"	"1352.0"	"1233.0"	"611.2"	"639.6"	"780.7"	"High"	"High"	"High"	"High"	"High"	"High"	""
"False"	"IsMasterProtein"	"P09211"	"Glutathione S-transferase P OS=Homo sapiens GN=GSTP1 PE=1 SV=2"	"17"	"2"	"21"	"2"	"1"	"210"	"23.3"	"5.64"	"43.37"	"2"	"cell communication;cell proliferation;metabolic process;regulation of biological process;response to stimulus;transport"	"cytoplasm;cytosol;extracellular;membrane;mitochondrion;nucleus;organelle lumen"	"antioxidant activity;catalytic activity;enzyme regulator activity;protein binding"	"Pf00043, Pf02798, Pf14497"	"2950"	"ENSG00000084207.15"	"GSTP1"	"11"	"Metapathway biotransformation; Arachidonate Epoxygenase / Epoxide Hydrolase; NRF2 pathway; Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling; Exercise-induced Circadian Regulation"	"Glutathione metabolism; Metabolism of xenobiotics by cytochrome P450; Pathways in cancer; Prostate cancer; Drug metabolism - cytochrome P450; Chemical carcinogenesis; Platinum drug resistance"	"0"	"91.4"	"170.8"	"184.5"	"126.2"	"146.5"	"129.8"	"High"	"High"	"High"	"High"	"High"	"High"	""
